tweet_count,user_id,username,text,created_at
241,155432431,Buletin TV3,"BANJIR SUMATERA | 8 penduduk Desa Geudumbak, Kecamatan Langkahan, Aceh Utara meninggal dunia akibat kelaparan dan kesejukan ketika berpaut pada pelepah dan pucuk pokok kelapa sawit sewaktu banjir besar melanda.

#BuletinTV3 #TragediBanjirAceh #BanjirSumatera https://t.co/npjMaxeLik",Sun Dec 21 01:30:10 +0000 2025
242,1412374538722058244,SecrethManZ,"INI KESALAHAN KITA, KITA TIDAK MENJAGA HUTAN LINDUNG HINGGA BENCANA BANJIR DAN TANAH LONGSOR DI SUMATERA TERJADI...‼️

#SiagaRevolusiRakyat
#SiagaRevolusiRakyat
🆘🆗 https://t.co/9udGmKrf7l",Thu Dec 11 02:29:49 +0000 2025
243,3310566600,Celengan Plastik,"Pak @prabowo Mohon Izin.. Itulah Kenapa Kami Meminta Penanganan Bencana Banjir Sumatera Dilakukan Secara Cepat, Supaya Saat Terjadi Kejadian Di Tempat Yang Lain Sumatera Sudah Beres!!

Lah Ini, Sumatera Belum Beres, Musibah di Jawa Datang!! Apakah #BNPB siap?? Gak Yakin... 😮‍💨😭🙏",Sat Dec 20 13:16:21 +0000 2025
244,1256945510,Anthony Budiawan,"Bencana banjir di Aceh dan Sumatera diduga terjadi karena deforestasi gila-gilaan yang terjadi selama 10 tahun terakhir. Pembalakan hutan diduga dilakukan secara legal maupun ilegal. 

Kenapa terjadi deforestasi? Bagaimana pengawasan pemerintah selama ….

https://t.co/ZD1s7Bc1Tn https://t.co/X03nI17YBa",Tue Dec 16 15:47:51 +0000 2025
245,965595348944039936,Irhamnaa,"@prabowo Maaf pak presiden prabowo,sekedar mau tanya kenapa bapak tidak mau menjadikan bencana banjir sumatera menjadi bencana nasional,dan menteri bapak banyak melakukan blunder ngak bisa kerja kok belum di pecat juga,ayo pak buktikan kalau bapak bukan omon omon seperti mereka katakan 🙏🏻",Thu Dec 11 02:53:16 +0000 2025
246,70881038,Zakia | キキちゃん 🐱🍉✨️,Statement Papua ingin ditanami sawit menurut gue sangat nirempati di saat warga Aceh dan Sumatera lagi terdampak banjir karena sawit. Emang pemerintah kita tuh mau negara ini bunuh warganya pelan pelan. Dosa apa kita ya punya pemerintah kayak gini?,Tue Dec 16 14:50:44 +0000 2025
247,91255162,Fraksi PKS DPR RI,"Anggota Komisi IV DPR RI F-PKS, Johan Rosihan, menegaskan bahwa banjir bandang di Sumatera Utara harus menjadi alarm keras tentang dampak kerusakan hutan yang kini terjadi di banyak wilayah Indonesia. Ia menyebut bencana tersebut bukan fenomena tunggal, tetapi bagian dari https://t.co/WKXit5irf2",Fri Dec 12 02:18:58 +0000 2025
248,71436318,KOMPAS TV,"Soal Penanganan Banjir Sumatera, Seskab Teddy: Indonesia Negara Kuat, Mampu Atasi Bencana Sendiri

https://t.co/ZNAQ36GABl",Tue Dec 16 08:12:00 +0000 2025
249,9688522,Aceh 🇮🇩🇹🇷🇵🇸,@sharpandshark Kirim uangnya bantu korban Banjir Aceh Sumatera 💡,Tue Dec 16 04:09:03 +0000 2025
250,185156524,Hasyim Muhammad,"Tsunami, gempa bumi, gunung meletus, itu murni bencana alam.

Banjir bandang di Sumatera itu bukan ""salah alam"", itu necana yang ditimbulkan manusia. Hukum sebab-akibatnya cukup jelas kok.

Makanya tak mungkin disebut bencana nasional. Itu pembunuhan massal.",Fri Dec 19 02:39:03 +0000 2025
251,45602536,Mohamad Guntur Romli,"Ajaib. Seorang Bayi Selamat dari Banjir 

Ibu Risma bertemu bayi yg selamat dari bencana banjir sementara tujuh orang keluarganya meninggal dalam bencana banjir di Palembayan, Sumatera Barat. 😭😭😭

Adek bayi tersebut ditemukan di tengah sawah dengan penuh lumpur dan luka-luka. https://t.co/UXxgZ995bf",Sun Dec 14 13:11:43 +0000 2025
252,1105744788681183233,BANG TANI,"Beberapa minggu ini Sumatera kebagian ujian. Hujan deras, banjir di mana-mana.
Dampaknya? Sampai ke hutan juga.

Banyak pohon sialang (rumah lebah penghasil MADUSI) belum bisa dijangkau.
Bukan karena malas panen, tapi karena jalannya berubah fungsi jadi sungai dadakan.
Wassalam. https://t.co/BvIBWFuQ57",Sat Dec 13 00:12:44 +0000 2025
253,483310591,Mongabay Indonesia,"Banjir dan longsor yang menghancurkan Sumatera, merupakan tanda bahwa model pembangunan berbasis ekstraksi sumber daya alam sudah mencapai titik buntu. https://t.co/kZ1Z6DkxW9",Sun Dec 14 07:44:00 +0000 2025
254,842986784,Agus Harimurti Yudhoyono (AHY),"Kamis (11/12), saya memimpin Rapat Koordinasi lintas kementerian dan lembaga untuk membahas percepatan penanganan darurat serta langkah awal rehabilitasi pascabencana banjir besar dan tanah longsor di Aceh, Sumatera Utara, dan Sumatera Barat. Rapat ini dihadiri oleh Menteri https://t.co/c4A5oHIfhw",Fri Dec 12 12:42:25 +0000 2025
255,125112112,Akbar Kiahaly 🍉 💙🖤,"@ainunnajib Sama sekali tidak ada Humas nya. Setiap pejabat berbicara versinya sendiri, terkesan tanpa koordinasi. 
Tapi yg pasti, walaupun berbeda² dlm menyampaikan narasi mereka, pd garis merahnya, mereka semuanya denail terkait sebab musab bencana banjir Sumatera dan menutupi fakta yg ada",Sat Dec 20 01:31:58 +0000 2025
256,1158355819512991747,Narasi Newsroom,"Hal itu disampaikan Presiden Prabowo Subianto saat meninjau Posko Pengungsian SD 05 Kayu Pasak Palembayan di Kabupaten Agam, Sumatera Barat, Kamis (18/12/2025).

Prabowo bilang, pembangunan hunian sementara bagi korban terdampak banjir bandang dan longsor saat ini sedang dikebut, https://t.co/DPpZvbmxy0",Thu Dec 18 03:48:19 +0000 2025
257,69183155,detikcom,"BNPB memperbarui data dampak bencana banjir bandang dan longsor di Aceh, Sumatera Barat, dan Sumatera Utara. Hingga 16 Desember 2025, jumlah korban meninggal dunia mencapai 1.053 jiwa.

Hari ini, tim SAR menemukan 23 jenazah, 18 di Aceh dan 5 di Tapanuli Tengah. Sementara itu, https://t.co/vi5dhfgym9",Tue Dec 16 12:15:00 +0000 2025
258,23343960,Kompas.com,"Menteri Perumahan dan Kawasan Permukiman (PKP) Maruarar Sirait atau Ara membeberkan, 2.000 rumah bantuan bagi korban terdampak banjir dan longsor di Pulau Sumatera berasal dari Yayasan Buddha Tzu Chi Indonesia.

Baca di: https://t.co/2YLX6V7rhy

| #MaruararSirait #Buddha #TzuChi https://t.co/RI0BbWb6Qx",Thu Dec 11 00:55:21 +0000 2025
259,1745265761416056832,Sumatera Adil & Federal,"Tsunami 2024 gak ada yang sampai kelaparan berminggu-minggu 
Gak ada yang meninggal karna kelaparan 

Bencana banjir bandang 2025 memasuki pekan ke tiga masih banyak desa terisolir dan rakyat meninggal karna kelaparan 

😭😭😭",Sun Dec 14 07:20:45 +0000 2025
260,780554097388687360,DANIEL  MARISSA and Us 🇦🇺,Saya mau bertanya saja - Badai Tornado seperti ini bisakah dimodifikasi oleh Indonesia seperti yang pernah disampaikan oleh Menteri Pratikno bahwa Indonesia sedang memodifikasi Cyclone penyebab Banjir di Sumatera #hening Jawab saja,Wed Dec 17 09:39:34 +0000 2025
261,153407983,PDI Perjuangan,"DPC PDI Perjuangan Kabupaten Tanah Datar gotong royong menyalurkan bantuan dari DPP PDI Perjuangan kepada warga terdampak banjir bandang dan longsor di Kabupaten Tanah Datar, Sumatera Barat, Minggu (15/12/2025).

Menyusuri tepian Danau Singkarak, PDI Perjuangan menyalurkan https://t.co/Gxx2avThvl",Tue Dec 16 08:00:04 +0000 2025
262,23343960,Kompas.com,"Presiden RI Prabowo Subianto mendarat di Sumatera Barat untuk kembali mengunjungi wilayah terdampak banjir besar akhir November lalu.

Setibanya di bandara, ia langsung disambut oleh Gubernur Sumatera Barat, Mahyeldi.

Kedatangan Prabowo ke Sumatera Barat turut didampingi oleh https://t.co/1zqwDQwl9l",Wed Dec 17 12:55:12 +0000 2025
263,69183155,detikcom,"Komedian Komeng yang sekaligus anggota DPD RI jadi relawan Palang Merah Indonesia (PMI) di Sumatera. Ia terjun langsung mengunjungi sejumlah pengungsi sekaligus menghibur anak-anak yang terdampak banjir.

&gt;&gt; https://t.co/ffrwTymRry https://t.co/RSYbFoDX52",Tue Dec 09 09:00:00 +0000 2025
264,2650421658,Call Me Ngkong Roses🌹,"Innalillahi.

Banjir bandang susulan melanda wilayah Batu Busuak, Kecamatan Pauh, Padang, Sumatera Barat, pada Minggu (15/12). Sebanyak 8 orang dilaporkan sempat terjebak derasnya arus banjir.

Warga yang terjebak dievakuasi menggunakan seutas tali untuk menyeberangi aliran https://t.co/SCsWwESzkZ",Mon Dec 15 07:25:25 +0000 2025
265,1174637909619527680,Orang Minang,"lu dari pada sibuk nge audit galangan dana korban banjir mending suruh tu presiden lu buat audit para kementerian dan lembaga terkait yang ikut dalam pembabatan hutan di sumatera, emosi gue liat orang2 nyinyir kek lu",Thu Dec 11 15:00:55 +0000 2025
266,1159475566069731331,𝔹𝕚𝕃𝕃 ℝ𝕒𝕐,Respect..! Justin Barki akan menyumbangkan seluruh bonus penghargaan atas raihan medali emas beregu putra SEA Games 2025 Thailand untuk membantu korban banjir di Sumatera Utara. 👍👍👍 https://t.co/q9pxn8ymB8,Wed Dec 17 04:17:00 +0000 2025
267,1469280329093373956,💫Queen💫,"Gubenur Bengkulu mengirim bantuan 100  unit mobil ambulance ke bencana banjir
Sumatera Utara https://t.co/t3IMvYXaJn",Sat Dec 13 04:02:30 +0000 2025
268,43872781,ARRAHMAH.ID,PP Muhammadiyah Siapkan 1.000 Relawan Psikososial untuk Dampingi Korban Banjir di Sumatera https://t.co/2mxEpIxvvA,Thu Dec 18 06:58:59 +0000 2025
269,948081579267518464,Peduli Dakwah,"📹 GIAT HARI 5 PEDULI SUMATERA 
(Aksi Tanggap Nasional LAZ Peduli Dakwah)

https://t.co/XXEThbyhly

Banjir telah menghancurkan rumah saudara-saudara kita di *Kabupaten Aceh Tamiang*.
Yang tersisa kini hanya puing-puing bangunan dan keteguhan hati mereka untuk bangkit.

Di tengah https://t.co/favrpffz5T",Fri Dec 12 09:18:59 +0000 2025
270,1101696077147729920,Nakula,"Ketua harian PSI Ahmad Ali minta kader PSl bantu masyarakat terdampak bencana.
Nah gini dong, PDI-P uda kirim Relawan Baguna dan Kapal rumah sakit untuk bantu korban banjir Aceh dan Sumatera Utara.
Monggo ditunggu kader² PSI dan Kader² partai lainnya, saatnya bergotong royong https://t.co/P85Px5RGzG",Fri Dec 12 04:18:14 +0000 2025
271,1461335777158172674,Bintu Baba,"Waduuhhh… 
Pak Presiden @prabowo, gimana ini pak? 

Pernyataan keras dilontarkan  anggota DPRD Sumatera Utara dari Partai NasDem, Berkat Kurniawan Laoly, di tengah aksi massa yang digelar di Kota Medan, Jumat (12/12/2025). 

Ia menyebut, apabila bencana banjir besar di Sumatera https://t.co/oZcBAx3Fnf",Sun Dec 14 04:36:18 +0000 2025
272,71436318,KOMPAS TV,"Tanpa APBN, Menteri PKP Maruarar Akan Bangun 2.603 Rumah untuk Korban Terdampak Banjir Sumatera

https://t.co/eJMNIHyeWQ",Wed Dec 17 14:05:00 +0000 2025
273,3522129133,Sekretariat Negara,"Menteri Sekretaris Negara (Mensesneg) Prasetyo Hadi menjelaskan bahwa Presiden Prabowo Subianto menggelar rapat terbatas di Medan sebelum meninjau posko pengungsian korban bencana banjir dan tanah longsor di Desa Pekubuan, Tanjung Pura, Kabupaten Langkat, Sumatera Utara, Sabtu https://t.co/ahIfy1xmZU",Sat Dec 13 15:10:03 +0000 2025
274,331383958,SinarHarian,"Isu bantuan dari Malaysia kepada mangsa banjir di Sumatera yang tular di media sosial mencetuskan pelbagai persepsi dalam kalangan masyarakat indonesia, termasuk dakwaan bahawa Malaysia bertindak lebih pantas dan menyalurkan bantuan berskala besar berbanding kerajaan Indonesia. https://t.co/2w5IilL56f",Mon Dec 15 09:17:09 +0000 2025
275,23343960,Kompas.com,"Sekretaris Kabinet (Seskab) Letkol Teddy Indra Wijaya mengajak semua pihak untuk lapor ke TNI, Polri, Basarnas, dan BNPB jika menemukan daerah terdampak banjir Sumatera belum mendapatkan bantuan. 

""Kalau Anda ke sana, ada di lokasi yang belum, ada di lokasi Anda ke sana, ada https://t.co/3uhLJV0CJS",Fri Dec 19 10:49:28 +0000 2025
276,2650421658,Call Me Ngkong Roses🌹,"Ketua DPR RI, Puan Maharani secara resmi menutup Masa Persidangan II Tahun Sidang 2025-2026 DPR RI. 

Saat menyampaikan pidato, Puan kembali menyampaikan duka cita bagi korban banjir dan longsor di Aceh dan Sumatera.

#PrayForSumatera 
https://t.co/0YdRmODD3A",Tue Dec 16 06:03:57 +0000 2025
277,1451692249918570497,PeJaBaT,"@IndoPopBase Itu Infak Jum'at yang dikumpulkan dari setiap Mesjid Muhammadiyah di Indonesia... 
Yang jumlahnya sekitar 70 M, kemudian diserahkan untuk membantu masyarakat yang terdampak banjir bandang di Sumatera...",Sun Dec 21 09:17:25 +0000 2025
278,219548433,@hansssolo,Kenapa duitnya tidak digunakan saja untuk biaya pemulihan pasca banjir akibat kerusakan hutan di Sumatera? https://t.co/9ltY1Y4yWG,Sat Dec 13 07:21:56 +0000 2025
279,1345354156844859392,vera,"selalu terus menyampaikan kondisi banjir dan longsor di aceh, sumatera utara, dan sumatera barat melalui Update Bencana BNPB di https://t.co/wgIxE8Akej agar masyarakat mendapat informasi resmi dan akurat",Mon Dec 15 10:17:42 +0000 2025
280,1875086359578472450,Ary,"Kebun Sawit Untuk Siapa??

Sedangkan Rakyat Kebagian Bencana 😭

Ugal-ugalan Tanam Sawit dan Tambang Bawa Petaka di Sumatera

Tak ada yang menyangka, banjir bandang dan tanah longsor di tiga provinsi di Pulau Sumatera, menelan korban hingga nyaris seribu nyawa. Ratusan orang https://t.co/0MGMPhmXot",Sun Dec 14 08:22:06 +0000 2025
281,227320530,Lukman Simandjuntak,"Sobat X ada yg denger gak sih termul Jokowi seperti Projo, Joman, Bara JP, Alap2 Jokowi, ABJ (Arus Bawah Jokowi) ada yang jadi relawan bencana longsor, banjir di Sumatera ? Atau masih pada sibuk membela ijazah ? 😴",Sat Dec 20 05:03:18 +0000 2025
282,1243804423001763841,DEMOCRAZY News,"Banjir Aceh dan Sumatera: Dimana Jokowi dan Relawannya?
https://t.co/EFzSITc5r2",Tue Dec 16 08:00:01 +0000 2025
283,1942043341027422208,vito Hakeem,"@guajrdian Owh..Berarti benar dugaan kami bhw ada perlakuan berbeda pd Daerah terdampak Bencana Banjir Bandang Aceh &amp; Sumatera, Kentara sekali Bantuan &amp; Kunjungan Pejabat lebih ke Sumut ketimbang Aceh &amp; Sumbar. Apa krn Pd Pilres lalu Anies yg Menang di Aceh &amp; Sumbar lalu spt diabaikan?",Thu Dec 18 23:04:22 +0000 2025
284,1282751327588585473,Never,"Up date penanganan pasca banjir Sumatera oleh Tim Tanggap Bencana Nasional

Dalam rilis tim Tanggap Bencana Nasional masalah hunian saat ini sedang di kebut pembangunannya baik Hunian sementara maupun Hunian tetap meliput tiga wilayah terdampak banjir yaitu Aceh, Sumatera Utara https://t.co/JnytHw0itM",Sat Dec 20 03:41:12 +0000 2025
285,318274209,MinDos,"⚠Panggilan Relawan!

#Healthies, banjir dan tanah longsor melanda sejumlah wilayah di Sumatera. Kondisi ini membutuhkan gerak cepat dan kepedulian bersama.

@Kemenkes_ri membuka pendaftaran Relawan Kemanusiaan untuk mendukung proses tanggap darurat dan pemulihan di wilayah https://t.co/ICYExqlPKb",Mon Dec 15 06:36:19 +0000 2025
286,363380931,Syueb Abuhanifah,"@Aceh @BNPB_Indonesia @DPR_Aceh @humasaceh Presiden dan sekondannya berkoar sanggup menangani  bencana banjir dan tanah longsor Sumatera namun sampai hari ke 17 masih banyak masyarakat terdampak banjir yidak mendapat akses kebutuhan esensial: air bersih, listrik, gas, bbm, jaringan telekomunikasi, bahan pangan, tempat",Fri Dec 12 05:44:08 +0000 2025
287,1912306655766933507,Jhon Sitorus,"Warga Batak dan Sumatera Utara, simal logika TOLOL dari karyawan rakyat ini

Kira2, siapa yang dia bela sebenarnya? Rakyat atau Korporasi?

Apa jangan2 ini relevan dengan HILANGnya tokoh2 Batak ditengah bencana banjir bandang di Sumatera? https://t.co/1Iekrgtzd2",Fri Dec 12 08:33:36 +0000 2025
288,1031915834,Labyrinth of her life,@tanyarlfes Tetep Fokus ke ACEH &amp; banjir Sumatera teman2. Jangan hanyut sama skandal kayak gini. Aceh Tamiang kondisinya masih memilukan,Sat Dec 13 17:13:23 +0000 2025
289,71436318,KOMPAS TV,"Prabowo Kaget Banyak Ucapan Terima Kasih untuknya Terkait Penanganan Banjir Sumatera

https://t.co/e9OKC0LjQO",Mon Dec 15 10:43:18 +0000 2025
290,9688522,Aceh 🇮🇩🇹🇷🇵🇸,"@DPR_RI : ""Bencana Banjir Longsor Aceh 2025 Lebih Luas dan Parah dari pada Tsunami 2004""

🌀 Banjir Aceh akibat Cyclone Senyar adalah bencana banjir–longsor terparah dalam sejarah Aceh dan Sumatera. Gubernur Aceh menyebutnya: “Tsunami Kedua.”

Tragedi ini diperparah oleh https://t.co/fl5zj5JmO5",Fri Dec 19 18:19:02 +0000 2025
291,720655727816105984,Franst,"@GoodRecom Mereka yg bela dan puji pemerintah dlm penanganan banjir Sumatera adlh mereka yg tdk tertimpa bencana dan tdk punya empati pada sesama manusia. Andai bencana yg sama menimpa mereka, masihkah mereka dukung Prabowo untuk tidak jadikan bencana Sumatera sebagai bencana nasional?",Sat Dec 20 17:20:57 +0000 2025
292,19237217,Iwan Piliang,"Kalsel Munuju Haul Guru Sekumpul
Iwan Piliang

Di tengah bencana banjir Sumatera, beberapa daerah lain di negeri kita, Minggu 7 Desember lalu, saya sempat ke Banjarmasin, bertemu dengan tokoh masyarakat, pejabat, menyimak persiapan momen akbar bin masif massal,  setiap tahun: https://t.co/qL8yexAht4",Wed Dec 17 02:17:12 +0000 2025
293,1431453673318596613,📚 basebuku,Baca 📚 Alok di tengah duka korban banjir bandang di Sumatera itu rasanya kayak nyeeeeesssss sampai ke ulu hati. Duka memang gak mudah buat dikelola. https://t.co/SzoTutXSok,Thu Dec 11 06:15:06 +0000 2025
294,1905767701189955584,Rima Purwasih,Surat dari Amnesty International yg di’tujukan kpd @prabowo mendesak agar banjir bandang di Sumatera jadi Bencana Nasional. https://t.co/IJdp9AcK7l,Wed Dec 17 00:00:30 +0000 2025
295,1282751327588585473,Never,"Mensesneg Prasetyo Hadi menegaskan keseriusan pemerintah dalam penanganan pasca banjir Sumatera saat mendampingi presiden RI Prabowo Subianto berkunjung ke Aceh 

"" TNI/Polri diharapkan untuk menjadi garda terdepan dalam proses pemulihan wilayah terdampak banjir""

Rakyat butuh https://t.co/Y2Pp9Rar9Y",Sun Dec 14 04:27:57 +0000 2025
296,131814756,susno duadji,"@susipudjiastuti @bandorobrojo @prabowo Banjir Sumatera jng hanya salahkan illegal loging daja, yg sngt besar pengaruh pd kerisakan lingkuangan dan banjir justeru penebangan hutan berijin smgt luas dan masive merusak lingkungan",Tue Dec 16 08:50:00 +0000 2025
297,721532925762637824,Corazón🌻,"Gw ngerasa bencana banjir Aceh &amp; Sumatera merupakan blunder terbesar pemerintah dalam sejarah.

Prediksi gw mungkin ga sepenuhnya tepat, tapi menurut gw selepas bencana ini, Aceh akan mulai membangun revolusinya kembali untuk membentuk negara yang merdeka",Sun Dec 14 13:56:23 +0000 2025
298,3319260420,GELORA NEWS,"Anies Desak Presiden Tetapkan Banjir Sumatera Status Bencana Nasional
https://t.co/RDhGO8MOmv",Fri Dec 12 16:20:09 +0000 2025
299,1894088638180573184,YAPPINGFESS,"Yap! Semoga di posko pengungsian bencana banjir Sumatera ada yang ngadain do'a bersama, karena ini bisa jadi psikoterapi untuk keluarga yang ditinggalkan. Boleh tolong dishare ya yap! Terimakasih 🙏",Thu Dec 11 01:11:33 +0000 2025
300,1420219650231574533,H a n s o l o 💫,"Diplomasi yang Melambung, Tanah Air yang Tenggelam

Di tengah banjir yang melanda Sumatera dan kerusakan ekologis yang meluas di berbagai wilayah Indonesia, langkah Presiden Prabowo menghadiri agenda lingkungan di luar negeri dan bahkan menjanjikan komitmen besar bagi https://t.co/jq5p7bzHsy",Fri Dec 12 02:51:47 +0000 2025
301,331383958,SinarHarian,"Bantuan mangsa banjir ke Indonesia dari luar dikenakan cukai

#SHGlobal Sumbangan daripada luar negara dianggap sebagai barangan import dan akan dikenakan cukai 

#sinarharian #beritaterkini #Sumatera 

https://t.co/Mdga5Ro7QJ",Sat Dec 13 08:13:23 +0000 2025
302,887743587579944960,OposisiCerdas.com,Danone Gandeng Muhammadiyah Terus Kirimkan Bantuan untuk Tanggap Darurat Banjir Sumatera https://t.co/S9gRYGrqOV,Sun Dec 14 13:15:56 +0000 2025
303,9688522,Aceh 🇮🇩🇹🇷🇵🇸,Relawan FPI membersihkan Mesjid 🕌 dan Meunasah 🛖 di wilayah terimbas bencana. Hampir 1 bulan banyak Mesjid dan surau tidak bisa di pakai untuk ibadah karena rusak dan berlumpur akibat Banjir Aceh - Sumatera https://t.co/ku5v983myD,Fri Dec 19 08:20:31 +0000 2025
304,1395713255637585923,"terus semangat,semangat terus","@kumparan Kumaha atuh KDM bolehlah bantu sodara2 korban banjir Aceh Sumut Sumbar sambil ngonten tp Atensi jg dong wilayah sendiri Jabar spt Bonbin,korban banjir bbrp lokasi yg menimpa Jabar spt waktu bantu Sumatera teriak2 borong sembako dgn Camera Action di Jabar jg lakukan spt itu ya",Fri Dec 12 21:25:11 +0000 2025
305,71436318,KOMPAS TV,"ESDM Tunda Publikasi Kajian Tambang Penyebab Banjir Sumatera: Persoalan Kemanusiaan Belum Selesai

https://t.co/H4c9iqRQDW",Tue Dec 16 08:39:00 +0000 2025
306,1400686950768537601,merawatpapua,"Sudah tau sumatera banjir besar gara2 hutannya rusak,
Eh pemerintah terus saja membabat hutan kami di papua 😪 https://t.co/W6kvEisK0a",Sun Dec 14 04:09:26 +0000 2025
307,732538884916056065,Beno,"@prabowo Sampai saat inj ga ada pejabat yang dieksekusi atau dipecat akibat banjir sumatera???
Lawak aja kah pemerintah???",Thu Dec 11 04:58:27 +0000 2025
308,77654478,Maria A. Alkaff,"@BeeInsfire Nah iya… 
Tuh yang bikin porak poranda banjir longsor di Sumatera, kok susah banget… 

Si Siplester sama si Firly juga susah banget?",Thu Dec 11 10:20:29 +0000 2025
309,231355136,SINDOnews,"Atlet tenis Indonesia Justin Barki menunjukkan makna kemenangan yang lebih luas di SEA Games 2025. Usai meraih medali emas, Justin berencana menyumbangkan bonus dari pemerintah untuk membantu korban banjir dan tanah longsor di Sumatera.

Bonus medali emas perorangan yang https://t.co/MgUZjKQUX5",Tue Dec 16 12:20:30 +0000 2025
310,2821272532,𝑁𝑎𝑠ℎ,"pemulihan dari kerusakan banjir di sumatera bisa lebih lama daripada tsunami aceh. terutama pemulihan infrastruktur, listrik dan fasum bisa 1-3 tahun. pemulihan penuh seperti tempat tinggal dan pemulihan ekonomi paska bencana bisa sampai 10 tahun dengan pace penanganan saat ini.",Fri Dec 12 03:54:52 +0000 2025
311,1053271569877749760,Panda Mikucan,"Kayu bencana milik negara
Banjir &amp; akibatnya milik rakyat
Pdhal byk rakyat korban banjir Sumatera yg bekerja seumur hidup utk bisa punya harta yg hanyut semuanya terbawa banjir krn negara tdk bisa l8ndungi hutannya
Siapa yg ganti rugi❓️❓️❓️❓️😤 https://t.co/cM1UxYgZp1",Fri Dec 19 04:13:55 +0000 2025
312,1098147706541793280,astw,"@kumparan Gila ini orang. Korban Banjir di Sumatera belum
Pulih dari lukanya, sekarang dia udah ngeplot supaya kejadian yg sama terjadi di Papua. Orang Papua jangan mau alam kalian di rusak. Indonesia obsesi sm sawit tp tetap aja ga kaya2. Kenapa ga fokus industrialisasi sih",Tue Dec 16 14:52:56 +0000 2025
313,1292752371202711552,shigatsu,"hari ini khotibnya bilang “banjir di sumatera terjadi karena eksploitasi hutan, bukan azab tuhan”.

KAMERAD!",Fri Dec 12 05:58:48 +0000 2025
314,2650421658,Call Me Ngkong Roses🌹,"Pemerintahan Presiden @prabowo berpacu dengan keadaan.

KemenPU terus mempercepat penanganan ruas-ruas jalan nasional yang terdampak bencana banjir dan tanah longsor di Sumatera guna memastikan konektivitas wilayah tetap terjaga.

Cepat pulih Sumatera 🙏 https://t.co/KCDQHayp9Q",Thu Dec 18 04:59:18 +0000 2025
315,127182239,Lórd of Thę Gwáith-i-Mírdáiñ,"@ARSIPAJA Konspirasi Terra Drone:
1. Perusahaan yg punya data pemetaan foto udara lengkap sawit Sumatera 
2. Tiba2 terbakar saat adanya isu lingkungan dn banjir bandang Sumatera 
3. +/- Data senilai Rp.50 M hilang

Menghilangkan barang bukti? 
Atau dibakar?, tp ga ekspek ada yg meninggal.",Fri Dec 12 02:07:33 +0000 2025
316,1413864566170161154,SOL 🦭✈️,"Bayangin aja sih, kampungmu ilang, abis seabis2nya terseret banjir dan longsor. Ini bukan sekedar harta hilang, tp kayak kehidupan itu hilang. Mau pulang, pulang ke mana? Mau ngungsi, sampai kapan? Gov menyepelekan bencana sumatera dianggap kayak banjir perkotaan doang.",Tue Dec 16 11:26:10 +0000 2025
317,346303384,BNPB Indonesia,"Halo #SahabatTangguh!

Penanganan banjir dan longsor di Sumatera Utara terus dipercepat oleh berbagai unsur yang terlibat di lapangan. Petugas melakukan perbaikan jaringan listrik yang rusak, memperkuat distribusi logistik melalui jalur darat maupun udara untuk wilayah yang masih https://t.co/0yFzGjByhj",Fri Dec 12 10:24:59 +0000 2025
318,2930215908,Fajar Jukli,"@Nurmawaddah04 Dulu gempa jogja, keliling sama istri bagi² susu u/ anak², eh sampai rumah istri muntah², aku juga mual krn ga tahan lihat kesedihan korban. Banjir Sumatera saat ini, derita setelah musibah sangat berat: kehilangan keluarga, lingkungan, harta, pekerjaan, lapar, wabah, harapan.",Sun Dec 14 08:07:53 +0000 2025
319,18129942,tempo.co,"Pemerintah menolak bantuan negara asing untuk korban banjir Sumatera. Hak korban untuk mendapatkan bantuan segera dipinggirkan. 

#Kolom #TempoPlus 
https://t.co/Ygt26B7qjp",Fri Dec 19 06:45:00 +0000 2025
320,2392460208,Jawa Pos,"Shin Tae-yong Saja Tergerak untuk Bantu Korban Bencana di Sumatera, Donasi Ribuan Dollar
https://t.co/f6co1imhmY",Tue Dec 16 11:50:15 +0000 2025
321,18129942,tempo.co,"Perusahaan asuransi akan mempermudah proses klaim korban bencana Sumatera. Perlu ada aturan khusus. 

#TempoPlus 
https://t.co/ilAlSI1YWx",Thu Dec 11 09:53:00 +0000 2025
322,1520253067748585472,Jaksapedia,"Investigasi di lokasi menyimpulkan ada 3 pemicu bencana di 3 wilayah Sumatera.

Namun demikian, petugas menyebut faktor kunci yg paling menyebabkan tanah longsor &amp; banjir bandang adalah alih fungsi lahan oleh aktivitas korporasi sawit yg masif, sehingga mengurangi daya serapan",Fri Dec 19 10:44:24 +0000 2025
323,18129942,tempo.co,"Polisi menyelidiki perusahaan penyebab banjir Sumatera. Banyak pihak punya andil menyebabkan bencana. 

#Editorial #TempoPlus 
https://t.co/URkmZrXW03",Wed Dec 17 06:15:00 +0000 2025
324,1540532249124253696,Polda Sumatera Utara,Kapolres Tapteng jalankan inisiatif dan ide Kapolda Sumut untuk adakan servis gratis motor masyarakat Tapteng yang terdampak banjir dan longsor di Kabupaten Tapanuli Tengah. https://t.co/mkIUxswo6U,Thu Dec 11 15:08:33 +0000 2025
